1
The device we will be working on is: cuda
----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
================================================================
            Conv2d-1         [-1, 24, 257, 257]             312
       BatchNorm2d-2         [-1, 24, 257, 257]              48
              ReLU-3         [-1, 24, 257, 257]               0
         MaxPool2d-4         [-1, 24, 128, 128]               0
            Conv2d-5           [-1, 24, 65, 65]           2,328
       BatchNorm2d-6           [-1, 24, 65, 65]              48
              ReLU-7           [-1, 24, 65, 65]               0
            Conv2d-8           [-1, 24, 33, 33]           2,328
       BatchNorm2d-9           [-1, 24, 33, 33]              48
             ReLU-10           [-1, 24, 33, 33]               0
        MaxPool2d-11           [-1, 24, 16, 16]               0
           Conv2d-12           [-1, 48, 17, 17]           4,656
      BatchNorm2d-13           [-1, 48, 17, 17]              96
             ReLU-14           [-1, 48, 17, 17]               0
          Flatten-15                   [-1, 48]               0
           Linear-16                    [-1, 8]             392
================================================================
Total params: 10,256
Trainable params: 10,256
Non-trainable params: 0
----------------------------------------------------------------
Input size (MB): 0.75
Forward/backward pass size (MB): 42.57
Params size (MB): 0.04
Estimated Total Size (MB): 43.35
----------------------------------------------------------------
[Epoch: 1/75 (5.81s)] | Train Loss: 0.1215 | Train Acc: 0.26% | Val Loss: 0.1152 | Val Acc: 0.33%
[Epoch: 39/75 (4.73s)] | Train Loss: 0.0305 | Train Acc: 0.84% | Val Loss: 0.0591 | Val Acc: 0.68%
[Epoch: 40/75 (4.98s)] | Train Loss: 0.0293 | Train Acc: 0.85% | Val Loss: 0.0430 | Val Acc: 0.77%
[Epoch: 41/75 (5.12s)] | Train Loss: 0.0281 | Train Acc: 0.86% | Val Loss: 0.0505 | Val Acc: 0.74%
[Epoch: 42/75 (5.17s)] | Train Loss: 0.0256 | Train Acc: 0.87% | Val Loss: 0.0473 | Val Acc: 0.74%
[Epoch: 43/75 (4.96s)] | Train Loss: 0.0267 | Train Acc: 0.88% | Val Loss: 0.0498 | Val Acc: 0.73%
[Epoch: 44/75 (5.00s)] | Train Loss: 0.0280 | Train Acc: 0.86% | Val Loss: 0.0485 | Val Acc: 0.73%
[Epoch: 45/75 (4.91s)] | Train Loss: 0.0290 | Train Acc: 0.85% | Val Loss: 0.0464 | Val Acc: 0.74%
[Epoch: 46/75 (5.01s)] | Train Loss: 0.0272 | Train Acc: 0.85% | Val Loss: 0.0481 | Val Acc: 0.74%
[Epoch: 47/75 (5.07s)] | Train Loss: 0.0251 | Train Acc: 0.88% | Val Loss: 0.0497 | Val Acc: 0.73%
[Epoch: 48/75 (5.10s)] | Train Loss: 0.0256 | Train Acc: 0.89% | Val Loss: 0.0538 | Val Acc: 0.71%
[Epoch: 49/75 (5.86s)] | Train Loss: 0.0261 | Train Acc: 0.86% | Val Loss: 0.0482 | Val Acc: 0.73%
[Epoch: 50/75 (4.90s)] | Train Loss: 0.0247 | Train Acc: 0.89% | Val Loss: 0.0595 | Val Acc: 0.68%
[Epoch: 51/75 (4.87s)] | Train Loss: 0.0243 | Train Acc: 0.89% | Val Loss: 0.0534 | Val Acc: 0.71%
[Epoch: 52/75 (6.20s)] | Train Loss: 0.0257 | Train Acc: 0.86% | Val Loss: 0.0502 | Val Acc: 0.72%
[Epoch: 53/75 (19.54s)] | Train Loss: 0.0247 | Train Acc: 0.88% | Val Loss: 0.0441 | Val Acc: 0.75%
[Epoch: 54/75 (17.74s)] | Train Loss: 0.0252 | Train Acc: 0.87% | Val Loss: 0.0482 | Val Acc: 0.74%
[Epoch: 55/75 (9.05s)] | Train Loss: 0.0233 | Train Acc: 0.88% | Val Loss: 0.0478 | Val Acc: 0.74%
[Epoch: 56/75 (6.69s)] | Train Loss: 0.0221 | Train Acc: 0.89% | Val Loss: 0.0598 | Val Acc: 0.67%
[Epoch: 57/75 (12.79s)] | Train Loss: 0.0266 | Train Acc: 0.86% | Val Loss: 0.0611 | Val Acc: 0.68%
[Epoch: 58/75 (6.38s)] | Train Loss: 0.0213 | Train Acc: 0.90% | Val Loss: 0.0474 | Val Acc: 0.74%
[Epoch: 59/75 (5.52s)] | Train Loss: 0.0220 | Train Acc: 0.89% | Val Loss: 0.0501 | Val Acc: 0.74%
[Epoch: 60/75 (5.20s)] | Train Loss: 0.0229 | Train Acc: 0.88% | Val Loss: 0.0566 | Val Acc: 0.70%
[Epoch: 61/75 (4.75s)] | Train Loss: 0.0215 | Train Acc: 0.90% | Val Loss: 0.0436 | Val Acc: 0.77%
[Epoch: 62/75 (5.09s)] | Train Loss: 0.0205 | Train Acc: 0.90% | Val Loss: 0.0506 | Val Acc: 0.73%
[Epoch: 63/75 (5.00s)] | Train Loss: 0.0200 | Train Acc: 0.88% | Val Loss: 0.0481 | Val Acc: 0.74%
[Epoch: 64/75 (5.06s)] | Train Loss: 0.0201 | Train Acc: 0.89% | Val Loss: 0.0538 | Val Acc: 0.72%
[Epoch: 65/75 (4.92s)] | Train Loss: 0.0205 | Train Acc: 0.90% | Val Loss: 0.0515 | Val Acc: 0.72%
[Epoch: 66/75 (4.89s)] | Train Loss: 0.0204 | Train Acc: 0.90% | Val Loss: 0.0488 | Val Acc: 0.75%
[Epoch: 67/75 (5.01s)] | Train Loss: 0.0183 | Train Acc: 0.92% | Val Loss: 0.0526 | Val Acc: 0.73%
[Epoch: 68/75 (5.14s)] | Train Loss: 0.0183 | Train Acc: 0.91% | Val Loss: 0.0477 | Val Acc: 0.75%
[Epoch: 69/75 (4.93s)] | Train Loss: 0.0187 | Train Acc: 0.91% | Val Loss: 0.0501 | Val Acc: 0.73%
[Epoch: 70/75 (4.75s)] | Train Loss: 0.0202 | Train Acc: 0.90% | Val Loss: 0.0494 | Val Acc: 0.75%
[Epoch: 71/75 (4.93s)] | Train Loss: 0.0187 | Train Acc: 0.92% | Val Loss: 0.0555 | Val Acc: 0.70%
[Epoch: 72/75 (4.92s)] | Train Loss: 0.0175 | Train Acc: 0.91% | Val Loss: 0.0474 | Val Acc: 0.75%
[Epoch: 73/75 (5.05s)] | Train Loss: 0.0201 | Train Acc: 0.88% | Val Loss: 0.0550 | Val Acc: 0.72%
[Epoch: 74/75 (5.03s)] | Train Loss: 0.0182 | Train Acc: 0.91% | Val Loss: 0.0474 | Val Acc: 0.76%
[Epoch: 75/75 (4.90s)] | Train Loss: 0.0186 | Train Acc: 0.90% | Val Loss: 0.0533 | Val Acc: 0.73%
